OTN,Estado,FechaIngreso,Cliente,Empresa,EntregaFuente,Solicitante,CC,Cantidad,Descripcion,ReferenciaCliente,Cotizador,Equipo,FechaPpto,ValorPpto,Plazo,Observaciones,Ruta

